ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559,,
ภาคเหนือ,ลำปาง,รับแจ้ง,ปล้นทรัพย์,4,2,0,2,3,2,1,1,1,0,,
ภาคเหนือ,ลำปาง,รับแจ้ง,รับของโจร,2,1,1,2,2,4,9,0,2,3,,
ภาคเหนือ,ลำปาง,รับแจ้ง,ทำให้เสียทรัพย์,21,30,36,28,17,24,13,18,27,23,,
ภาคเหนือ,ลำปาง,จับกุม,รวม,230,204,165,242,211,241,177,115,187,122,,
ภาคเหนือ,ลำปาง,จับกุม,ลักทรัพย์,198,164,132,206,192,214,151,104,143,102,,
ภาคเหนือ,ลำปาง,จับกุม,วิ่งราวทรัพย์,8,6,6,8,4,5,13,3,8,4,,
ภาคเหนือ,ลำปาง,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,1,0,,
ภาคเหนือ,ลำปาง,จับกุม,กรรโชกทรัพย์,0,0,0,2,0,1,0,1,8,1,,
ภาคเหนือ,ลำปาง,จับกุม,ชิงทรัพย์ (รวม),3,7,1,0,7,3,3,1,7,1,,
ภาคเหนือ,ลำปาง,จับกุม,บาดเจ็บ,2,4,1,0,2,1,3,0,0,0,,
ภาคเหนือ,ลำปาง,จับกุม,ไม่บาดเจ็บ,1,3,0,0,5,2,0,1,7,1,,
ภาคเหนือ,ลำปาง,จับกุม,ปล้นทรัพย์,3,2,0,2,1,1,1,0,0,0,,
ภาคเหนือ,ลำปาง,จับกุม,รับของโจร,2,1,0,1,2,4,3,0,2,3,,
ภาคเหนือ,ลำปาง,จับกุม,ทำให้เสียทรัพย์,16,24,26,23,5,13,6,6,18,11,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,รวม,434,320,254,269,191,201,243,230,151,153,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,ลักทรัพย์,365,261,215,228,165,171,206,193,122,131,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,วิ่งราวทรัพย์,16,23,8,6,8,11,16,2,6,1,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,1,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,กรรโชกทรัพย์,0,1,0,0,0,0,0,0,0,0,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,ชิงทรัพย์ (รวม),8,7,2,4,3,4,2,6,5,3,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,บาดเจ็บ,3,3,0,2,1,0,1,0,1,2,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,ไม่บาดเจ็บ,5,4,2,2,2,4,1,6,4,1,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,ปล้นทรัพย์,1,3,0,2,1,0,0,0,0,1,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,รับของโจร,2,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,อุตรดิตถ์,รับแจ้ง,ทำให้เสียทรัพย์,42,25,29,29,14,15,19,29,18,16,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,รวม,134,181,117,139,112,122,190,159,116,143,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,ลักทรัพย์,110,150,98,120,93,100,160,132,92,122,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,วิ่งราวทรัพย์,3,11,3,3,5,9,15,1,4,1,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,1,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,กรรโชกทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,ชิงทรัพย์ (รวม),2,4,2,3,3,4,1,6,5,3,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,บาดเจ็บ,0,1,0,1,1,0,0,0,1,2,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,ไม่บาดเจ็บ,2,3,2,2,2,4,1,6,4,1,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,ปล้นทรัพย์,1,2,0,2,1,0,0,0,0,1,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,รับของโจร,2,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,อุตรดิตถ์,จับกุม,ทำให้เสียทรัพย์,16,14,14,11,10,9,14,20,15,15,,
ภาคเหนือ,แพร่,รับแจ้ง,รวม,166,174,134,159,163,151,214,139,118,86,,
ภาคเหนือ,แพร่,รับแจ้ง,ลักทรัพย์,140,145,109,135,143,131,178,117,102,71,,
ภาคเหนือ,แพร่,รับแจ้ง,วิ่งราวทรัพย์,2,2,1,6,2,6,7,1,4,3,,
ภาคเหนือ,แพร่,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,แพร่,รับแจ้ง,กรรโชกทรัพย์,2,0,0,0,1,1,0,1,0,0,,
ภาคเหนือ,แพร่,รับแจ้ง,ชิงทรัพย์ (รวม),1,9,6,0,2,1,2,2,1,2,,
ภาคเหนือ,แพร่,รับแจ้ง,บาดเจ็บ,1,5,5,0,0,0,0,0,1,1,,
ภาคเหนือ,แพร่,รับแจ้ง,ไม่บาดเจ็บ,0,4,1,0,2,1,2,2,0,1,,
ภาคเหนือ,แพร่,รับแจ้ง,ปล้นทรัพย์,0,0,0,1,0,0,0,0,1,0,,
ภาคเหนือ,แพร่,รับแจ้ง,รับของโจร,0,1,1,1,0,1,6,4,0,0,,
ภาคเหนือ,แพร่,รับแจ้ง,ทำให้เสียทรัพย์,21,17,17,16,15,11,21,14,10,10,,
ภาคเหนือ,แพร่,จับกุม,รวม,102,120,78,101,92,82,97,60,59,62,,
ภาคเหนือ,แพร่,จับกุม,ลักทรัพย์,84,94,63,88,83,73,73,50,50,52,,
ภาคเหนือ,แพร่,จับกุม,วิ่งราวทรัพย์,0,2,1,4,2,3,4,0,3,3,,
ภาคเหนือ,แพร่,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,แพร่,จับกุม,กรรโชกทรัพย์,0,0,0,0,0,1,0,0,0,0,,
ภาคเหนือ,แพร่,จับกุม,ชิงทรัพย์ (รวม),1,9,4,0,0,1,1,2,1,1,,
ภาคเหนือ,แพร่,จับกุม,บาดเจ็บ,1,5,3,0,0,0,0,0,1,1,,
ภาคเหนือ,แพร่,จับกุม,ไม่บาดเจ็บ,0,4,1,0,0,1,1,2,0,0,,
ภาคเหนือ,แพร่,จับกุม,ปล้นทรัพย์,0,0,0,0,0,0,0,0,1,0,,
ภาคเหนือ,แพร่,จับกุม,รับของโจร,0,1,0,0,0,1,5,0,0,0,,
ภาคเหนือ,แพร่,จับกุม,ทำให้เสียทรัพย์,17,14,10,9,7,3,14,8,4,6,,
ภาคเหนือ,น่าน,รับแจ้ง,รวม,232,176,127,175,143,153,158,111,108,90,,
ภาคเหนือ,น่าน,รับแจ้ง,ลักทรัพย์,195,139,95,150,130,139,131,90,91,77,,
ภาคเหนือ,น่าน,รับแจ้ง,วิ่งราวทรัพย์,5,0,3,0,0,0,5,4,3,2,,
ภาคเหนือ,น่าน,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,1,0,0,0,0,0,,
ภาคเหนือ,น่าน,รับแจ้ง,กรรโชกทรัพย์,0,0,0,0,1,0,1,1,0,0,,
ภาคเหนือ,น่าน,รับแจ้ง,ชิงทรัพย์ (รวม),2,1,4,4,0,0,2,0,0,3,,
ภาคเหนือ,น่าน,รับแจ้ง,บาดเจ็บ,1,0,3,0,0,0,1,0,0,1,,
ภาคเหนือ,น่าน,รับแจ้ง,ไม่บาดเจ็บ,1,1,1,4,0,0,1,0,0,2,,
ภาคเหนือ,น่าน,รับแจ้ง,ปล้นทรัพย์,1,0,1,0,0,1,0,0,0,0,,
ภาคเหนือ,น่าน,รับแจ้ง,รับของโจร,3,2,1,1,0,2,1,3,2,0,,
ภาคเหนือ,น่าน,รับแจ้ง,ทำให้เสียทรัพย์,26,34,23,20,11,11,18,13,12,8,,
ภาคเหนือ,น่าน,จับกุม,รวม,136,123,82,139,77,47,52,66,72,64,,
ภาคเหนือ,น่าน,จับกุม,ลักทรัพย์,119,99,54,119,69,40,45,51,64,57,,
ภาคเหนือ,น่าน,จับกุม,วิ่งราวทรัพย์,4,0,2,0,0,0,2,2,2,1,,
ภาคเหนือ,น่าน,จับกุม,รีดเอาทรัพย์,0,0,0,0,1,0,0,0,0,0,,
ภาคเหนือ,น่าน,จับกุม,กรรโชกทรัพย์,0,0,0,0,1,0,0,1,0,0,,
ภาคเหนือ,น่าน,จับกุม,ชิงทรัพย์ (รวม),1,0,4,3,0,0,1,0,0,3,,
ภาคเหนือ,น่าน,จับกุม,บาดเจ็บ,0,0,3,0,0,0,0,0,0,1,,
ภาคเหนือ,น่าน,จับกุม,ไม่บาดเจ็บ,1,0,1,3,0,0,1,0,0,2,,
ภาคเหนือ,น่าน,จับกุม,ปล้นทรัพย์,0,0,1,0,0,0,0,0,0,0,,
ภาคเหนือ,น่าน,จับกุม,รับของโจร,3,2,0,1,0,1,0,1,1,0,,
ภาคเหนือ,น่าน,จับกุม,ทำให้เสียทรัพย์,9,22,21,16,6,6,4,11,5,3,,
ภาคเหนือ,พะเยา,รับแจ้ง,รวม,146,135,87,107,145,110,132,141,156,103,,
ภาคเหนือ,พะเยา,รับแจ้ง,ลักทรัพย์,121,105,70,81,105,88,113,123,144,77,,
ภาคเหนือ,พะเยา,รับแจ้ง,วิ่งราวทรัพย์,3,3,1,3,2,3,5,5,0,3,,
ภาคเหนือ,พะเยา,รับแจ้ง,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,พะเยา,รับแจ้ง,กรรโชกทรัพย์,0,0,1,0,0,1,2,0,0,1,,
ภาคเหนือ,พะเยา,รับแจ้ง,ชิงทรัพย์ (รวม),2,4,0,5,0,3,1,1,3,5,,
ภาคเหนือ,พะเยา,รับแจ้ง,บาดเจ็บ,1,1,0,0,0,0,1,1,0,3,,
ภาคเหนือ,พะเยา,รับแจ้ง,ไม่บาดเจ็บ,1,3,0,5,0,3,0,0,3,2,,
ภาคเหนือ,พะเยา,รับแจ้ง,ปล้นทรัพย์,0,0,1,1,0,0,0,1,0,0,,
ภาคเหนือ,พะเยา,รับแจ้ง,รับของโจร,0,1,2,0,0,0,1,0,0,0,,
ภาคเหนือ,พะเยา,รับแจ้ง,ทำให้เสียทรัพย์,20,22,12,17,38,15,10,11,9,17,,
ภาคเหนือ,พะเยา,จับกุม,รวม,106,112,71,77,82,79,90,83,99,74,,
ภาคเหนือ,พะเยา,จับกุม,ลักทรัพย์,87,87,57,56,56,62,80,75,91,55,,
ภาคเหนือ,พะเยา,จับกุม,วิ่งราวทรัพย์,2,2,0,3,1,3,2,2,0,2,,
ภาคเหนือ,พะเยา,จับกุม,รีดเอาทรัพย์,0,0,0,0,0,0,0,0,0,0,,
ภาคเหนือ,พะเยา,จับกุม,กรรโชกทรัพย์,0,0,1,0,0,1,1,0,0,0,,
ภาคเหนือ,พะเยา,จับกุม,ชิงทรัพย์ (รวม),1,3,0,3,0,2,1,1,1,4,,
ภาคเหนือ,พะเยา,จับกุม,บาดเจ็บ,1,0,0,0,0,0,1,1,0,2,,
ภาคเหนือ,พะเยา,จับกุม,ไม่บาดเจ็บ,0,3,0,3,0,2,0,0,1,2,,
ภาคเหนือ,พะเยา,จับกุม,ปล้นทรัพย์,0,0,1,1,0,0,0,1,0,0,,
ภาคเหนือ,พะเยา,จับกุม,รับของโจร,0,1,2,0,0,0,1,0,0,0,,
ภาคเหนือ,พะเยา,จับกุม,ทำให้เสียทรัพย์,16,19,10,14,25,11,5,4,7,13,,
ภาคเหนือ,เชียงราย,รับแจ้ง,รวม,538,427,429,477,420,392,491,341,415,363,,
ภาคเหนือ,เชียงราย,รับแจ้ง,ลักทรัพย์,447,351,348,396,359,351,371,261,349,323,,
ภาคเหนือ,เชียงราย,รับแจ้ง,วิ่งราวทรัพย์,24,8,15,13,8,7,7,6,6,7,,
ภาคเหนือ,เชียงราย,รับแจ้ง,รีดเอาทรัพย์,0,1,0,0,0,0,0,0,0,0,,
ภาคเหนือ,เชียงราย,รับแจ้ง,กรรโชกทรัพย์,2,3,1,2,0,3,0,2,0,2,,
ภาคเหนือ,เชียงราย,รับแจ้ง,ชิงทรัพย์ (รวม),7,4,11,6,7,6,5,5,2,2,,
ภาคเหนือ,เชียงราย,รับแจ้ง,บาดเจ็บ,5,3,8,3,0,4,2,1,1,0,,
ภาคเหนือ,เชียงราย,รับแจ้ง,ไม่บาดเจ็บ,2,1,3,3,7,2,3,4,1,2,,
ภาคเหนือ,เชียงราย,รับแจ้ง,ปล้นทรัพย์,3,3,1,0,2,1,1,1,0,0,,
ภาคเหนือ,เชียงราย,รับแจ้ง,รับของโจร,9,4,3,9,1,1,1,2,4,1,,
ภาคเหนือ,เชียงราย,รับแจ้ง,ทำให้เสียทรัพย์,46,53,50,51,43,23,106,64,54,28,,
ภาคเหนือ,เชียงราย,จับกุม,รวม,356,305,304,361,145,185,248,171,217,221,,
ภาคเหนือ,เชียงราย,จับกุม,ลักทรัพย์,291,252,239,299,119,165,186,139,178,194,,
ภาคเหนือ,เชียงราย,จับกุม,วิ่งราวทรัพย์,10,6,13,11,4,6,4,4,5,5,,
ภาคเหนือ,เชียงราย,จับกุม,รีดเอาทรัพย์,0,1,0,0,0,0,0,0,0,0,,
ภาคเหนือ,เชียงราย,จับกุม,กรรโชกทรัพย์,2,3,1,2,0,0,0,1,0,2,,
ภาคเหนือ,เชียงราย,จับกุม,ชิงทรัพย์ (รวม),2,3,8,4,6,2,3,3,0,1,,
